459	蜴
460	壁
461	箏
462	閔
463	癒
464	遲
465	畝
466	唱
467	飛
468	勦
469	膳
470	媛
471	辟
472	耽
473	麟
474	嫁
475	諫
476	卜
477	蒼
478	榊
479	弐
480	赦
481	寨
482	聲
483	註
484	禁
485	摧
486	雷
487	暦
488	褥
489	象
490	触
491	蔕
492	狼
493	槇
494	丼
495	圓
496	脂
497	削
498	醢
499	低
500	醐
501	編
502	屑
503	永
504	謀
505	鰐
506	睦
507	鮬
508	討
509	専
510	螺
511	竈
512	授
513	奮
514	諌
515	渡
516	媳
517	搏
518	浮
519	蝤
520	築
521	莊
522	匁
523	菱
524	奢
525	乞
526	撒
527	糝
528	菝
529	韻
530	針
531	曹
532	翰
533	喝
534	腐
535	抓
536	曜
537	畢
538	促
539	戰
540	燈
541	鑓
542	蟄
543	良
544	饑
545	廳
546	若
547	酒
548	敬
549	卸
550	間
551	焚
552	戶
553	淋
554	慎
555	康
556	決
557	鐐
558	梓
559	竿
560	務
561	承
562	際
563	畧
564	嗽
565	嗟
566	恖
567	董
568	營
569	踆
570	纏
571	閏
572	貿
573	贈
574	絅
575	皃
576	皂
577	墮
578	仔
579	蒙
580	牆
581	於
582	酸
583	厚
584	殿
585	勅
586	故
587	縦
588	募
589	叔
590	尅
591	衆
592	戛
593	快
594	怨
595	麹
596	棘
597	龜
598	刕
599	桑
600	滝
601	裡
602	蛯
603	來
604	而
605	阿
606	機
607	暑
608	磨
609	碑
610	修
611	牢
612	雅
613	柿
614	卓
615	蕎
616	蘩
617	皿
618	鍼
619	徠
620	夾
621	餬
622	渣
623	漸
624	灘
625	併
626	公
627	両
628	斷
629	亡
630	耘
631	族
632	倫
633	速
634	叙
635	蒿
636	晝
637	債
638	錐
639	傍
640	稍
641	珠
642	殞
643	閙
644	出
645	鷉
646	隙
647	勢
648	短
649	加
650	訂
651	事
652	鶆
653	隔
654	州
655	隱
656	稚
657	姓
658	沓
659	悩
660	蛁
661	破
662	惺
663	鮅
664	尉
665	雀
666	戾
667	進
668	闍
669	除
670	莕
671	簿
672	呉
673	氣
674	價
675	刊
676	消
677	帖
678	醫
679	刹
680	辰
681	鮲
682	還
683	民
684	枷
685	幢
686	片
687	結
688	枲
689	糊
690	蛮
691	相
692	鱚
693	邪
694	泉
695	妬
696	丙
697	輪
698	糖
699	弁
700	僞
701	燥
702	謎
703	鼠
704	被
705	鴞
706	盃
707	樋
708	輯
709	惚
710	臭
711	襲
712	鐵
713	坪
714	億
715	鯊
716	鷂
717	鰩
718	碎
719	枩
720	帽
721	拠
722	朔
723	揚
724	恥
725	吸
726	催
727	眷
728	悖
729	範
730	逐
731	弾
732	違
733	悵
734	熬
735	態
736	油
737	蛾
738	齢
739	栁
740	槹
741	爛
742	麥
743	鵐
744	矢
745	咲
746	盞
747	筍
748	幸
749	群
750	鮒
751	遊
752	夙
753	枝
754	挽
755	窩
756	盆
757	秧
758	軒
759	蚤
760	刈
761	鯎
762	雕
763	医
764	存
765	鞠
766	訳
767	投
768	閤
769	避
770	癖
771	辱
772	缺
773	疾
774	賦
775	輿
776	倩
777	鶫
778	諏
779	簾
780	磐
781	苑
782	駅
783	旅
784	前
785	括
786	葶
787	妻
788	鈷
789	起
790	頴
791	楓
792	鳶
793	運
794	喧
795	蚫
796	轍
797	且
798	奧
799	塗
800	粘
801	嬋
802	茹
803	詔
804	育
805	筬
806	係
807	燵
808	盗
809	礙
810	摂
811	陶
812	鯑
813	潰
814	麦
815	祇
816	迷
817	未
818	斤
819	暴
820	繊
821	諧
822	逝
823	埋
824	特
825	呑
826	襖
827	鮗
828	瓶
829	苫
830	迫
831	颯
832	含
833	頬
834	蠶
835	額
836	貶
837	豚
838	鮠
839	杞
840	役
841	曝
842	時
843	屋
844	浴
845	甫
846	祗
847	鰾
848	鮑
849	鱸
850	偸
851	摠
852	霤
853	素
854	梯
855	味
856	亙
857	舅
858	倒
859	霽
860	吐
861	脯
862	続
863	想
864	鱊
865	藏
866	麝
867	社
868	跏
869	描
870	嬰
871	熟
872	弗
873	艱
874	遺
875	拝
876	策
877	錦
878	曳
879	営
880	繼
881	蠢
882	歟
883	籃
884	權
885	蘋
886	達
887	抔
888	書
889	牧
890	二
891	吹
892	鷦
893	踏
894	伐
895	圖
896	莅
897	魂
898	觜
899	餻
900	棚
901	趣
902	壱
903	禍
904	棠
905	梧
906	折
907	非
908	敖
909	薺
910	暗
911	鱺
912	敷
913	釋
914	聚
915	詰
916	叡
917	肯
918	谿
919	肆
920	升
921	蘡
922	蝗
923	播
924	介
925	海
926	往
927	叛
928	怡
929	園
930	輕
931	張
932	亘
933	村
934	蘂
935	費
936	痴
937	緑
938	印
939	嗇
940	宥
941	檀
942	涕
943	頃
944	信
945	鱁
946	質
947	筭
948	潤
949	臉
950	誌
951	迩
952	允
953	鋤
954	篆
955	鉛
956	始
957	豊
958	丁
959	周
960	造
961	䕲
962	誘
963	抵
964	聴
965	貧
966	倖
967	鯛
968	刀
969	笑
970	變
971	枚
972	杢
973	合
974	販
975	冝
976	氈
977	冥
978	宿
979	蟇
980	𤾣
981	將
982	駟
983	旦
984	義
985	積
986	謫
987	鬪
988	既
989	刑
990	我
991	鑰
992	替
993	掲
994	劉
995	餲
996	捨
997	條
998	屈
999	羨
1000	堅
1001	帷
1002	鯵
1003	衒
1004	庵
1005	漏
1006	咒
1007	柴
1008	詳
1009	期
1010	腕
1011	製
1012	斯
1013	逢
1014	派
1015	徑
1016	勞
1017	藁
1018	乱
1019	羽
1020	佩
1021	東
1022	豐
1023	炬
1024	欧
1025	忘
1026	貯
1027	畚
1028	虻
1029	賭
1030	迂
1031	維
1032	蓮
1033	困
1034	糺
1035	序
1036	節
1037	施
1038	紗
1039	変
1040	犯
1041	罰
1042	帥
1043	筐
1044	飽
1045	雹
1046	途
1047	飜
1048	粒
1049	遠
1050	棗
1051	兇
1052	筧
1053	覧
1054	逼
1055	縛
1056	早
1057	敝
1058	閉
1059	妾
1060	駒
1061	献
1062	榮
1063	仰
1064	嬉
1065	牝
1066	防
1067	盜
1068	騨
1069	匹
1070	賀
1071	橡
1072	置
1073	嘸
1074	蛎
1075	漫
1076	筵
1077	誰
1078	臥
1079	梁
1080	遁
1081	回
1082	肝
1083	可
1084	伯
1085	柳
1086	来
1087	給
1088	恐
1089	文
1090	的
1091	俳
1092	繪
1093	帛
1094	畸
1095	厭
1096	皈
1097	獅
1098	幡
1099	憤
1100	鞅
1101	紀
1102	溢
1103	嫉
1104	補
1105	習
1106	紛
1107	貴
1108	呂
1109	房
1110	廻
1111	爬
1112	發
1113	辻
1114	炮
1115	冬
1116	訓
1117	窓
1118	亂
1119	惠
1120	戝
1121	橇
1122	眛
1123	膂
1124	囲
1125	絨
1126	涿
1127	鰺
1128	援
1129	腮
1130	町
1131	寶
1132	濯
1133	豉
1134	娘
1135	杲
1136	溝
1137	骸
1138	涼
1139	整
1140	昇
1141	茘
1142	勝
1143	烏
1144	夢
1145	借
1146	夜
1147	統
1148	芍
1149	倭
1150	莎
1151	斧
1152	肱
1153	酷
1154	外
1155	踪
1156	適
1157	庭
1158	壬
1159	乘
1160	僵
1161	譚
1162	危
1163	戦
1164	屓
1165	遍
1166	巴
1167	捻
1168	帋
1169	威
1170	秬
1171	寇
1172	蟒
1173	詛
1174	檜
1175	庖
1176	笘
1177	杵
1178	揺
1179	裔
1180	市
1181	淵
1182	却
1183	僻
1184	強
1185	紫
1186	墨
1187	藺
1188	痿
1189	胤
1190	諷
1191	偈
1192	鈍
1193	察
1194	扨
1195	沼
1196	赤
1197	𧝒
1198	槍
1199	山
1200	如
1201	憶
1202	見
1203	原
1204	毫
1205	撮
1206	仍
1207	魘
1208	暮
1209	讀
1210	蠱
1211	汗
1212	釣
1213	荒
1214	醬
1215	彈
1216	忝
1217	移
1218	蚊
1219	雌
1220	抱
1221	縡
1222	車
1223	目
1224	尾
1225	墾
1226	蝎
1227	約
1228	窻
1229	勘
1230	砺
1231	灯
1232	衣
1233	首
1234	竃
1235	冊
1236	繆
1237	沖
1238	罷
1239	蜊
1240	奕
1241	仝
1242	談
1243	浪
1244	奉
1245	辺
1246	状
1247	只
1248	双
1249	鼇
1250	馴
1251	舖
1252	熨
1253	姉
1254	韭
1255	探
1256	蜜
1257	量
1258	愧
1259	噀
1260	后
1261	善
1262	受
1263	沈
1264	京
1265	弱
1266	飼
1267	濂
1268	巖
1269	蚸
1270	覆
1271	摩
1272	昧
1273	搔
1274	品
1275	虞
1276	蜩
1277	宕
1278	婬
1279	土
1280	橙
1281	稽
1282	富
1283	崩
1284	續
1285	鸞
1286	般
1287	雞
1288	誨
1289	惰
1290	季
1291	躡
1292	数
1293	枸
1294	砕
1295	罟
1296	迹
1297	椹
1298	撥
1299	股
1300	離
1301	配
1302	侮
1303	則
1304	喘
1305	諱
1306	牽
1307	終
1308	判
1309	貌
1310	官
1311	郁
1312	漁
1313	悶
1314	歇
1315	崇
1316	腦
1317	狭
1318	撫
1319	肩
1320	渉
1321	展
1322	慌
1323	祷
1324	南
1325	姨
1326	傳
1327	麁
1328	假
1329	猫
1330	跋
1331	菪
1332	花
1333	箔
1334	船
1335	筈
1336	鍔
1337	峨
1338	焙
1339	姪
1340	形
1341	宅
1342	釘
1343	肖
1344	中
1345	譲
1346	棺
1347	莵
1348	茴
1349	賜
1350	惜
1351	曼
1352	浸
1353	眤
1354	孔
1355	均
1356	勸
1357	瓦
1358	跌
1359	注
1360	辨
1361	自
1362	燒
1363	柩
1364	琳
1365	臼
1366	拗
1367	律
1368	桓
1369	這
1370	名
1371	萊
1372	汁
1373	岐
1374	鐃
1375	汀
1376	席
1377	附
1378	啻
1379	物
1380	峠
1381	肥
1382	賈
1383	胆
1384	蕪
1385	司
1386	淨
1387	藜
1388	至
1389	掬
1390	扉
1391	拜
1392	鮨
1393	己
1394	長
1395	曠
1396	轟
1397	囉
1398	講
1399	雪
1400	瓏
1401	汚
1402	秡
1403	鱧
1404	枋
1405	光
1406	岩
1407	炭
1408	笆
1409	仂
1410	待
1411	就
1412	類
1413	寡
1414	鎮
1415	女
1416	鴫
1417	握
1418	丈
1419	足
1420	微
1421	尺
1422	拂
1423	才
1424	譽
1425	糜
1426	苟
1427	狩
1428	剛
1429	杙
1430	凡
1431	龝
1432	吟
1433	歌
1434	爐
1435	耄
1436	吾
1437	損
1438	逍
1439	脾
1440	﨑
1441	咳
1442	毛
1443	戒
1444	蔔
1445	勺
1446	剪
1447	號
1448	陸
1449	洋
1450	茶
1451	寅
1452	戟
1453	湿
1454	刄
1455	鰤
1456	鎖
1457	飯
1458	卷
1459	藍
1460	晨
1461	歴
1462	輔
1463	恩
1464	躍
1465	坡
1466	弔
1467	誓
1468	詮
1469	火
1470	螻
1471	楫
1472	馳
1473	児
1474	需
1475	十
1476	歳
1477	川
1478	池
1479	災
1480	魦
1481	段
1482	洲
1483	晋
1484	嚢
1485	葵
1486	毒
1487	知
1488	子
1489	翅
1490	撲
1491	嬶
1492	麿
1493	難
1494	莾
1495	緻
1496	活
1497	鱈
1498	綱
1499	蹇
1500	梵
1501	烙
1502	済
1503	尨
1504	廈
1505	極
1506	愚
1507	俯
1508	駄
1509	抽
1510	指
1511	資
1512	瓮
1513	鶏
1514	玲
1515	餉
1516	胝
1517	嶮
1518	屐
1519	淫
1520	悋
1521	鑑
1522	藤
1523	裝
1524	雫
1525	桧
1526	殼
1527	宮
1528	仮
1529	馨
1530	盧
1531	啗
1532	勇
1533	效
1534	温
1535	軆
1536	矣
1537	在
1538	潮
1539	妄
1540	銕
1541	罌
1542	昔
1543	識
1544	笹
1545	寂
1546	忽
1547	滄
1548	酔
1549	混
1550	斃
1551	掻
1552	翔
1553	鬒
1554	陰
1555	芙
1556	慨
1557	半
1558	桶
1559	菘
1560	絃
1561	蟠
1562	繩
1563	駭
1564	粉
1565	頰
1566	城
1567	倦
1568	虚
1569	当
1570	鐫
1571	草
1572	苣
1573	賓
1574	以
1575	像
1576	西
1577	爹
1578	懇
1579	囂
1580	鎌
1581	督
1582	狂
1583	釄
1584	栗
1585	麌
1586	毋
1587	髷
1588	眉
1589	樣
1590	砧
1591	蛉
1592	皷
1593	鱆
1594	挟
1595	菊
1596	黨
1597	杏
1598	訛
1599	課
1600	螂
1601	柑
1602	梗
1603	濡
1604	讚
1605	鳫
1606	寛
1607	澄
1608	僕
1609	飮
1610	繋
1611	喰
1612	蝿
1613	應
1614	慾
1615	隈
1616	麸
1617	号
1618	省
1619	蹈
1620	玄
1621	批
1622	屩
1623	侍
1624	俸
1625	唐
1626	斗
1627	劣
1628	広
1629	秦
1630	集
1631	刪
1632	革
1633	窶
1634	福
1635	漣
1636	庸
1637	粽
1638	廼
1639	嫗
1640	線
1641	過
1642	郡
1643	療
1644	閨
1645	坐
1646	蹊
1647	蘼
1648	詠
1649	美
1650	頻
1651	倘
1652	蠡
1653	惡
1654	埒
1655	獲
1656	篭
1657	驢
1658	窟
1659	狎
1660	服
1661	竄
1662	裂
1663	返
1664	成
1665	争
1666	顕
1667	午
1668	羔
1669	邉
1670	検
1671	情
1672	太
1673	優
1674	斛
1675	豌
1676	炎
1677	杷
1678	坏
1679	裳
1680	蓬
1681	漢
1682	滓
1683	嵯
1684	准
1685	曰
1686	剱
1687	鳴
1688	稲
1689	妣
1690	裾
1691	普
1692	浜
1693	尭
1694	遙
1695	蝓
1696	菴
1697	毘
1698	菫
1699	那
1700	簑
1701	狹
1702	莞
1703	次
1704	繡
1705	念
1706	筑
1707	騒
1708	䑓
1709	喩
1710	科
1711	銚
1712	褌
1713	筒
1714	胎
1715	稀
1716	槌
1717	黎
1718	樒
1719	糟
1720	姜
1721	弑
1722	鬌
1723	妃
1724	左
1725	袁
1726	牒
1727	廟
1728	楙
1729	看
1730	蘿
1731	閼
1732	𩞀
1733	宴
1734	鱗
1735	乏
1736	悉
1737	偏
1738	喪
1739	麓
1740	輛
1741	嘯
1742	斎
1743	掘
1744	棒
1745	会
1746	今
1747	籠
1748	誑
1749	傚
1750	戸
1751	儀
1752	萠
1753	娼
1754	疫
1755	庄
1756	慰
1757	濵
1758	封
1759	倚
1760	雙
1761	付
1762	飢
1763	乎
1764	疲
1765	健
1766	苞
1767	絮
1768	榛
1769	髪
1770	剥
1771	斐
1772	游
1773	貸
1774	曾
1775	惑
1776	岳
1777	漲
1778	婦
1779	畠
1780	蘓
1781	佇
1782	先
1783	啄
1784	咽
1785	靖
1786	桜
1787	嫌
1788	慢
1789	鮎
1790	第
1791	巳
1792	錬
1793	卦
1794	蓉
1795	菟
1796	扱
1797	痩
1798	總
1799	儉
1800	代
1801	壽
1802	処
1803	怖
1804	兌
1805	同
1806	転
1807	袖
1808	炙
1809	黠
1810	眞
1811	跼
1812	材
1813	清
1814	蛹
1815	窈
1816	淳
1817	澳
1818	蔓
1819	局
1820	咫
1821	鶯
1822	定
1823	連
1824	瀧
1825	坂
1826	再
1827	叟
1828	咀
1829	臘
1830	甘
1831	萬
1832	基
1833	蟷
1834	膽
1835	雲
1836	蟋
1837	寳
1838	蓙
1839	爭
1840	唯
1841	淡
1842	奪
1843	賃
1844	寓
1845	貞
1846	懐
1847	裸
1848	饅
1849	驚
1850	醍
1851	暄
1852	断
1853	挾
1854	惱
1855	伝
1856	祓
1857	関
1858	巻
1859	腰
1860	童
1861	常
1862	广
1863	藪
1864	荷
1865	打
1866	臂
1867	興
1868	殊
1869	顏
1870	峯
1871	佛
1872	久
1873	採
1874	髻
1875	坊
1876	雖
1877	䕃
1878	副
1879	衽
1880	妙
1881	袋
1882	鮇
1883	壹
1884	脩
1885	畄
1886	騫
1887	等
1888	脱
1889	迯
1890	簀
1891	舟
1892	乳
1893	爺
1894	剖
1895	挨
1896	瞻
1897	掩
1898	恵
1899	羹
1900	瀬
1901	較
1902	亀
1903	杓
1904	影
1905	毆
1906	邂
1907	踰
1908	鱣
1909	潔
1910	范
1911	籬
1912	于
1913	蝉
1914	誦
1915	例
1916	栽
1917	躊
1918	榴
1919	霧
1920	鵲
1921	孜
1922	条
1923	蹴
1924	紡
1925	籔
1926	陋
1927	版
1928	牀
1929	戴
1930	郊
1931	言
1932	猜
1933	寺
1934	猛
1935	艸
1936	体
1937	燧
1938	燃
1939	設
1940	満
1941	鼺
1942	啼
1943	盡
1944	鳥
1945	頗
1946	改
1947	楴
1948	疵
1949	五
1950	読
1951	耳
1952	緬
1953	筋
1954	跡
1955	駝
1956	憖
1957	蕀
1958	舘
1959	載
1960	贅
1961	隆
1962	渤
1963	祭
1964	鬼
1965	了
1966	扮
1967	諭
1968	恚
1969	血
1970	梢
1971	憇
1972	鉄
1973	葎
1974	瑠
1975	葜
1976	脳
1977	攘
1978	纔
1979	躰
1980	案
1981	鬮
1982	郛
1983	爽
1984	蚢
1985	亦
1986	按
1987	鵺
1988	瓊
1989	樓
1990	毟
1991	瘰
1992	居
1993	宸
1994	蟲
1995	鑄
1996	靜
1997	袈
1998	螇
1999	初
2000	失
2001	砲
2002	接
2003	敵
2004	凝
2005	畜
2006	僥
2007	繭
2008	総
2009	晞
2010	縑
2011	苡
2012	淀
2013	鷺
2014	佳
2015	犀
2016	顙
2017	羊
2018	珊
2019	克
2020	宙
2021	蚶
2022	熇
2023	豕
2024	鮫
2025	郎
2026	鷄
2027	筆
2028	虹
2029	蝋
2030	俟
2031	細
2032	績
2033	榿
2034	咨
2035	軽
2036	沽
2037	店
2038	彙
2039	祕
2040	橋
2041	丑
2042	赫
2043	埵
2044	蛛
2045	妨
2046	晴
2047	兄
2048	送
2049	訥
2050	葛
2051	讓
2052	與
2053	怜
2054	思
2055	紵
2056	也
2057	埃
2058	測
2059	泪
2060	産
2061	田
2062	梶
2063	柾
2064	誉
2065	路
2066	画
2067	鉢
2068	楑
2069	滴
2070	経
2071	繰
2072	塀
2073	宵
2074	婢
2075	祿
2076	契
2077	甀
2078	幣
2079	徃
2080	皹
2081	棄
2082	朱
2083	頼
2084	鼾
2085	煻
2086	惻
2087	宛
2088	寧
2089	縣
2090	曲
2091	已
2092	魔
2093	斟
2094	譬
2095	鳰
2096	茄
2097	焼
2098	兎
2099	醜
2100	人
2101	鈎
2102	鰒
2103	内
2104	賤
2105	徘
2106	狄
2107	蒔
2108	七
2109	經
2110	分
2111	都
2112	榕
2113	鬚
2114	匂
2115	衞
2116	地
2117	慕
2118	迦
2119	簒
2120	祝
2121	蒸
2122	縵
2123	乍
2124	殖
2125	殯
2126	倣
2127	劇
2128	赧
2129	芹
2130	潸
2131	鰔
2132	薩
2133	訣
2134	爪
2135	稗
2136	割
2137	汲
2138	行
2139	停
2140	襌
2141	偶
2142	聡
2143	世
2144	楊
2145	万
2146	頌
2147	旨
2148	湊
2149	戎
2150	饉
2151	皆
2152	搗
2153	口
2154	崎
2155	精
2156	徐
2157	壯
2158	乾
2159	臭
2160	昼
2161	衲
2162	郭
2163	疑
2164	仁
2165	鴽
2166	痛
2167	姦
2168	賢
2169	巢
2170	斜
2171	遭
2172	龍
2173	揮
2174	閣
2175	煩
2176	網
2177	亥
2178	撰
2179	延
2180	畑
2181	闕
2182	曙
2183	傅
2184	嚮
2185	虱
2186	圑
2187	腨
2188	膠
2189	異
2190	檐
2191	綿
2192	雑
2193	闇
2194	賞
2195	竪
2196	裟
2197	尿
2198	參
2199	兼
2200	匣
2201	鯲
2202	壳
2203	唄
2204	保
2205	灰
2206	嘈
2207	樽
2208	囀
2209	魯
2210	棧
2211	猪
2212	蓋
2213	垢
2214	泣
2215	柔
2216	奔
2217	発
2218	鰈
2219	耆
2220	陳
2221	紐
2222	樔
2223	疋
2224	秩
2225	丹
2226	窗
2227	蹄
2228	棉
2229	僧
2230	睜
2231	薯
2232	熾
2233	沢
2234	厠
2235	流
2236	掾
2237	紅
2238	郷
2239	汰
2240	槎
2241	葉
2242	黍
2243	鈔
2244	越
2245	丗
2246	登
2247	手
2248	何
2249	慳
2250	穴
2251	沒
2252	畫
2253	蝙
2254	好
2255	蛇
2256	𩹵
2257	蟆
2258	禽
2259	頓
2260	几
2261	痘
2262	蟾
2263	杭
2264	麈
2265	湧
2266	陣
2267	邯
2268	親
2269	悦
2270	北
2271	愛
2272	醿
2273	侠
2274	感
2275	岨
2276	番
2277	槪
2278	士
2279	狗
2280	斑
2281	餡
2282	蓼
2283	潟
2284	業
2285	蝮
2286	利
2287	黛
2288	彌
2289	買
2290	鬢
2291	兊
2292	麴
2293	貳
2294	姫
2295	聖
2296	泡
2297	帰
2298	得
2299	魑
2300	及
2301	覺
2302	僉
2303	槿
2304	厨
2305	縁
2306	零
2307	俵
2308	爾
2309	少
2310	惟
2311	厄
2312	武
2313	糄
2314	雨
2315	觧
2316	鉾
2317	一
2318	媱
2319	渇
2320	桔
2321	絆
2322	鷯
2323	臑
2324	鍛
2325	菰
2326	似
2327	獬
2328	銅
2329	召
2330	蝠
2331	誹
2332	韮
2333	凍
2334	俄
2335	帯
2336	悲
2337	庫
2338	駕
2339	液
2340	懲
2341	鳳
2342	竊
2343	鰭
2344	干
2345	執
2346	嵐
2347	苗
2348	奚
2349	隘
2350	楯
2351	菔
2352	証
2353	和
2354	籟
2355	爲
2356	崑
2357	海
2358	環
2359	雉
2360	麩
2361	水
2362	払
2363	謝
2364	蟹
2365	髙
2366	黐
2367	嬲
2368	声
2369	容
2370	竹
2371	戊
2372	皇
2373	泥
2374	綺
2375	髮
2376	蔡
2377	胸
2378	薄
2379	祖
2380	寒
2381	嬢
2382	騙
2383	漆
2384	躇
2385	炊
2386	卿
2387	饒
2388	柹
2389	鱶
2390	垣
2391	食
2392	娑
2393	托
2394	鯷
2395	哥
2396	團
2397	禱
2398	貰
2399	峽
2400	模
2401	睡
2402	杉
2403	澤
2404	孑
2405	石
2406	色
2407	白
2408	盛
2409	潦
2410	贖
2411	噌
2412	継
2413	籏
2414	漿
2415	巧
2416	迎
2417	鬟
2418	点
2419	冶
2420	廃
2421	廢
2422	屍
2423	梳
2424	嗚
2425	櫂
2426	猨
2427	尓
2428	薪
2429	残
2430	恭
2431	拘
2432	側
2433	選
2434	甑
2435	媚
2436	棐
2437	糯
2438	栄
2439	璃
2440	拵
2441	緒
2442	鯰
2443	兵
2444	様
2445	蝸
2446	預
2447	寔
2448	堂
2449	玖
2450	弟
2451	認
2452	本
2453	顋
2454	直
2455	跖
2456	鼓
2457	甞
2458	舜
2459	婚
2460	蛙
2461	螫
2462	鬱
2463	考
2464	頂
2465	瑙
2466	掴
2467	濃
2468	腫
2469	稿
2470	脛
2471	織
2472	露
2473	薜
2474	哀
2475	蛟
2476	錢
2477	糸
2478	袷
2479	墓
2480	褐
2481	櫻
2482	琴
2483	責
2484	罹
2485	册
2486	明
2487	縮
2488	霜
2489	右
2490	輩
2491	豺
2492	令
2493	舶
2494	駆
2495	堀
2496	蹤
2497	尚
2498	茅
2499	霰
2500	軍
2501	綢
2502	夏
2503	咄
2504	料
2505	里
2506	政
2507	鰣
2508	丸
2509	岸
2510	蔦
2511	室
2512	肌
2513	向
2514	角
2515	渓
2516	吮
2517	仲
2518	晩
2519	衛
2520	昴
2521	泄
2522	聟
2523	頽
2524	椀
2525	館
2526	粧
2527	胡
2528	某
2529	板
2530	證
2531	篷
2532	野
2533	凋
2534	末
2535	洒
2536	憂
2537	奇
2538	稻
2539	台
2540	礫
2541	笠
2542	綾
2543	處
2544	新
2545	復
